Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/2805,VILLA VICTORIA,"Flat G & H, 2/F, Kiu Hing Mansion,14 King's Road,Causeway Bay, Hong Kong.",VILLA VICTORIA,香港銅鑼灣英皇道14號僑興大廈2字樓G&H室,2578 7829,,
H/2806,VICTORIA VILLA,"1/F, Ming Hing Building,9-11 Gordon Road,Causeway Bay, Hong Kong.",VICTORIA VILLA,香港銅鑼灣歌頓道9-11號明興大樓1字樓,2578 7823,,
H/2807,PAK KING VILLA,"Flat 18A, Block F, 2/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",北京賓館,九龍旺角西洋菜南街14-24號榮華大樓F座2字樓18A室,2342 6618,,
H/2808,WELL COME GUEST HOUSE,"Flat C3, Block C,9/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",長來賓舘,九龍尖沙咀彌敦道58號美麗都大廈C座9字樓C3室,2311 6987,2191 9358 ,
H/2811,ANITA GUEST HOUSE,"Flat 2303, 23/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",安達賓館,九龍旺角彌敦道607號新興大廈23字樓2303室,2388 8672,,
H/2812,KAM FUNG WONG GUESTHOUSE,"1/F,214-216 Sai Yeung Choi Street South,Mong Kok, Kowloon.",金鳳凰賓館,九龍旺角西洋菜南街214-216號1字樓,,2177 2227,yuekahotel@yahoo.com.hk
H/2813,HK TAI SAN GUEST HOUSE,"Flat A&B, 9/F, Harilela Mansion,81 Nathan Road,Tsim Sha Tsui, Kowloon.",泰山賓館,九龍尖沙咀彌敦道81號喜利大廈9字樓A&B室,,,
H/2814,KA LIN HOTEL,"Flat B, 1/F, Foon Lok Mansion,14&24 Tai Wing Lane,Tai Po, New Territories.",嘉蓮賓館,新界大埔大榮里14&24號歡樂樓1字樓B室,2653 1199/5162 3022,,
H/2815,BAY BRIDGE LIFESTYLE RETREAT,"123 Castle Peak Road,TWTL 356, Yau Kom Tau,Tsuen Wan, New Territories.",汀蘭居,新界荃灣油柑頭青山公路123號,2945 1111,2493 8033,info@baybridgehongkong.com
H/2816,HAKKAS GUEST HOUSE,"Flat K & L,3/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",嘉應賓館,九龍佐敦佐敦道15號華豐大廈3字樓K&L室,2771 3656,,hakkas.hk@gmail.com
H/2818,MING COURT GUEST HOUSE,"Flat A-C, 2/F, Hong Kong Building,141 Lockhart Road,Wan Chai, Hong Kong.",名閣賓館,香港灣仔駱克道141號香江大廈2字樓A-C室,2135 8692,,mingcourthotel@gmail.com
H/2819,GOOD LAKE GUEST HOUSE,"Flat D & E, 2/F, Hong Kong Building,141 Lockhart Road,Wan Chai, Hong Kong.",名湖賓館,香港灣仔駱克道141號香江大廈2字樓D&E室,2134 8692,,mingcourthotel@gmail.com
H/2820,NAM KING GUEST VILLA HOUSE,"1/F,7-7A Jordan Road,Yau Ma Tei, Kowloon.",南京小,九龍油麻地佐敦道7-7A號1字樓,2385 0677,,
H/2821,NEW PEKING GUEST HOUSE,"Flat A1, Block A,12/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新北京賓館,九龍尖沙咀彌敦道40號重慶大廈A座12字樓A1室,2723 8320,2366 6706,ngpekhotel@yahoo.com.hk
H/2826,DELUXE GARDEN GUEST HOUSE,"Flat A10, Block A,13/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",豪苑旅店,九龍尖沙咀彌敦道58號美麗都大廈A座13字樓A10室,2311 3830,2312 2803,
H/2828,WINDSOR VILLA,"Flats D, E & F, 1/F, Windsor Mansion,29-31 Chatham Road South,Tsim Sha Tsui, Kowloon.",薀莎酒店,九龍尖沙咀漆咸道南29-31號溫莎大廈1字樓D、E&F室,2369 9103,,
H/2829,KING TING,"Flat A & B, 5/F, Kwok Chai Building,58 Mong Kok Road,Mong Kok, Kowloon.",帝霆酒店,九龍旺角旺角道58號國際大廈5字樓A&B室,2396 9108,,
H/2833,MONG KOK HOTEL,"3/F, Wing Wah Building,24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",旺角賓館,九龍旺角西洋菜南街24號榮華大樓3字樓,2385 1962,2782 1918,
H/2838,HONG KONG GUESTHOUSE,"Flat F, 1/F, Kingland Apartments,739 Nathan Road,Mong Kok, Kowloon.",香港賓館,九龍旺角彌敦道739號金輪大廈1字樓F室,2720 6688,,mkhkhotel@yahoo.com.hk
H/2839,GOLDEN CROWN GUEST HOUSE,"Flat B2, 5/F, Golden Crown Court,68 Nathan Road,Tsim Sha Tsui, Kowloon.",金冠賓館,九龍尖沙咀彌敦道68號金冠大廈5字樓B2室,2369 1782,2367 1740,
H/2840,OK GUEST HOUSE,"Flat D3, Block D,15/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",頂好旅館,九龍尖沙咀彌敦道58號美麗都大廈D座15字樓D3室,2311 8807,2311 6669,mhlhotel6688@gmail.com
H/2844,GOOD LUCKY HOTEL,"Flat 24, 7/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",鴻運旅店,九龍旺角西洋菜南街14-24號榮華大樓7字樓24室,2384 7417,2740 9510,
H/2845,SUN FLOWER GUESTHOUSE,"Flat A15, Block A,8/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",SUN FLOWER GUESTHOUSE,九龍尖沙咀彌敦道58號美麗都大廈A座8字樓A15室,,,
H/2846,HANG FUK GUESTHOUSE,"Flat C, 14/F, Kim Tak Building,328-342A Nathan Road, Yau Ma Tei, Kowloon.",幸福旅遊賓館,九龍油麻地彌敦道328-342A號儉德大廈14字樓C室,6839 9499,2770 0790,
H/2847,GOODRICH HOTEL,"2/F - 12/F,92-94 Woosung Street,Jordan, Kowloon.",豪境酒店,九龍佐敦吳松街92-94號2-12字樓,2332 2020,2332 3138,reservation@goodrichhotel.com.hk
H/2848,CREATIVE ESSENCE LIMITED,"Flat A, 3/F, Hoi To Court,275 Gloucester Road,Causeway Bay, Hong Kong.",逸創有限公司,香港銅鑼灣告士打道275號海都大廈3字樓A室,2392 6868,2838 4351/2576 7509,hosteltb@yahoo.com.hk
H/2849,HONG KONG SHUM GUEST HOUSE,"Flat B3, Block B,11/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",香港(沈)招待所,九龍尖沙咀彌敦道40號重慶大廈B座11字樓B3室,2723 7842,2724 5071,
H/2853,STAR HOSTEL,"Flat G, 10/F, Kingland Apartments,739 Nathan Road,Mong Kok, Kowloon.",星光旅館,九龍旺角彌敦道739號金輪大廈10字樓G室,2394 9923,,judy_ccy@yahoo.com.hk
H/2854,FU SHING HOTEL,"1/F, 28-30 Argyle Street,Mong Kok, Kowloon.",富城賓館,九龍旺角亞皆老街28-30號1字樓,6909 6181,,
H/2856,GOOD FORTUNE INN LIMITED,"Flat G, 5/F, National Court,242 Nathan Road,Jordan, Kowloon.",祥泰旅館有限公司,九龍佐敦彌敦道242號立信大廈5字樓G室,9495 7804,,
H/2863,DORMHK,"Flat 704, 7/F, Sincere House,83 Argyle Street,Mong Kok, Kowloon.",香港遊賢旅館,九龍旺角亞皆老街83號先施大廈7字樓704室,2395 0577,,
H/2864,LONG SENH GUEST HOUSE,"Flat 705, 7/F, Sincere House,83 Argyle Street,Mong Kok, Kowloon.",龍城賓館,九龍旺角亞皆老街83號先施大廈7字樓705室,,,
H/2867,KWONG HANG TRAVEL GUEST HOUSE,"Flat 2, Block B,5/F, Pak On Building,105 Austin Road, Tsim Sha Tsui, Kowloon.",光衡(旅遊)賓館,九龍尖沙咀柯士甸道105號百安大廈B座5字樓2室,3599 4791,3585 3905,kwonghang.guesthouse@gmail.com
H/2868,DRAGON GOODIES ENTERPRISES LIMITED,"2/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",發中企業有限公司,九龍油麻地偉晴街39號偉晴軒2字樓,2770 7718,2770 7066,
H/2869,DRAGON NATION ENTERPRISES LIMITED,"3/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",迪亞企業有限公司,九龍油麻地偉晴街39號偉晴軒3字樓,2770 7718,2770 7066,
H/2870,MEGA MAGIC ENTERPRISES LIMITED,"5/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",有力企業有限公司,九龍油麻地偉晴街39號偉晴軒5字樓,2770 7718,2770 7066,
H/2871,NATIVE ONE ENTERPRISES LIMITED,"6/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",晉一企業有限公司,九龍油麻地偉晴街39號偉晴軒6字樓,2770 7718,2770 7066,
H/2872,TOTAL LINK ENTERPRISES LIMITED,"7/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",連順企業有限公司,九龍油麻地偉晴街39號偉晴軒7字樓,2770 7718,2770 7066,
H/2873,TOTAL REWARD ENTERPRISES LIMITED,"8/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",暉發企業有限公司,九龍油麻地偉晴街39號偉晴軒8字樓,2770 7718,2770 7066,
H/2874,SUCCESS COME DEVELOPMENT LIMITED,"9/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",洪寶企業發展有限公司,九龍油麻地偉晴街39號偉晴軒9字樓,2770 7718,2770 7066,
H/2875,TOP BRAND DEVELOPMENT LIMITED,"10/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",名人發展有限公司,九龍油麻地偉晴街39號偉晴軒10字樓,2770 7718,2770 7066,
H/2876,DRAGON ADVANCE INVESTMENT LIMITED,"11/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",龍一投資有限公司,九龍油麻地偉晴街39號偉晴軒11字樓,2770 7718,2770 7066,
H/2877,DRAGON LEO INVESTMENT LIMITED,"12/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",立群投資有限公司,九龍油麻地偉晴街39號偉晴軒12字樓,2770 7718,2770 7066,
H/2878,ECHO SUCCESS INVESTMENT LIMITED,"13/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",益賀投資有限公司,九龍油麻地偉晴街39號偉晴軒13字樓,2770 7718,2770 7066,
H/2879,KING GROUP INVESTMENT LIMITED,"15/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",京浩投資有限公司,九龍油麻地偉晴街39號偉晴軒15字樓,2770 7718,2770 7066,
H/2880,MEGA QUALITY INVESTMENT LIMITED,"16/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",萬千投資有限公司,九龍油麻地偉晴街39號偉晴軒16字樓,2770 7718,2770 7066,
H/2881,MARRY GOLD INVESTMENT LIMITED,"17/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",金灃投資有限公司,九龍油麻地偉晴街39號偉晴軒17字樓,2770 7718,2770 7066,
H/2882,ROTEX DEVELOPMENT LIMITED,"18/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",綽力發展有限公司,九龍油麻地偉晴街39號偉晴軒18字樓,2770 7718,2770 7066,
H/2883,SUCCESS STATION INVESTMENT LIMITED,"19/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",韻豪投資有限公司,九龍油麻地偉晴街39號偉晴軒19字樓,2770 7718,2770 7066,
H/2884,UNION AWARDS DEVELOPMENT LIMITED,"20/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",匯全發展有限公司,九龍油麻地偉晴軒偉晴街39號20字樓,2770 7718,2770 7066,
H/2885,WESTHOTEL CONSULTANT LIMITED,"21/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",偉晴軒有限公司,九龍油麻地偉晴軒偉晴街39號21字樓,2770 7718,2770 7066,
H/2886,OPEN WISE ENTERPRISES LIMITED,"22/F, West Hotel,39 Wai Ching Street,Yau Ma Tei, Kowloon.",協通企業有限公司,九龍油麻地偉晴街39號偉晴軒22字樓,2770 7718,2770 7066,
H/2888,RIDOR GUESTHOUSE,"Flat A11, Block A,5/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",麗都旅館,九龍尖沙咀彌敦道58號美麗都大廈A座5字樓A11室,2361 3685,,
H/2892,SWEET HEART HOTEL,"Flat J, 2/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",甜心酒店,香港銅鑼灣利園山道70號鳳鳴大廈2字樓J室,2890 5515,,
H/2894,KING WAH GUEST HOUSE,"Flat 1003, 10/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",京華賓館,九龍旺角亞皆老街83號先施大廈10字樓1003室,2393 9679,2309 2525,
H/2897,NGAI FUNG GUESTHOUSE (JORDAN),"Flat A4, 9/F, United Mansion,37G Jordan Road,Jordan, Kowloon.",藝豐(佐敦)賓館,九龍佐敦佐敦道37G號統一大廈9字樓A4室,9364 0541,,
H/2900,SEAVIEW HOLIDAY RESORT,"1/F-3/F,11 Tung Wan Tau,Mui Wo, Lantau Island.",海景渡假樂園,大嶼山梅窩東灣頭路11號1-3字樓,2984 8877,2984 8787,sv.seaviewholidayresort@gmail.com
H/2901,DRAGON INN,"Flat G, 2/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",龍苑小築,香港銅鑼灣利園山道70號鳳鳴大廈2字樓G室,2881 1925,,
H/2902,ARTS VILLA,"Flat 6 & 7, 5/F, Cambridge Building,41 Hong Ning Road,Kwun Tong, Kowloon.",雅仕賓館,九龍觀塘康寧道41號金僑華廈5字樓6&7室,2344 4842,,
H/2904,TAI TUNG HOTEL,"Flat A & Portion of Flat B, 6/F, Tung Lok Building, 34-36 Nullah Road,Mong Kok, Kowloon.",大東酒店,九龍旺角水渠道34-36號東樂大樓6字樓A室&B 室(部份),2393 2399,,
H/2906,HONG KONG COSCO INN,"G/F (Shop 1) & 1/F, Yick Fung Garden,20 Praya Kennedy Town,Sai Wan, Hong Kong.",香港中遠賓館,香港西環堅尼地城海旁20號益豐花園地下(1號舖)& 1字樓,2816 2878,2816 2198,coscotam@netvigator.com
H/2907,CHELSEA HOTEL,"G/F(Portion), 2/F-3/F, Duct Floor, 4/F-16/F & R/F,Continental Orient Commercial Centre,8A Hanoi Road, Tsim Sha Tsui, Kowloon.",怡景酒店,九龍尖沙咀河內道8A號東銘商業中心地下(部份)、2-3字樓、管道層、4-16字樓&天台,2311 9511,2311 9522,chelseahotel@chelseahotel.com.hk
H/2909,AS 1 HOTEL,"Flat D, 8/F, Majestic House,80 Nathan Road,Tsim Sha Tsui, Kowloon.",如一酒店,九龍尖沙咀彌敦道80號金鑾大廈8字樓D室,6088 4798,,
H/2910,TOHOU HOTEL,"Flat G, 4/F, New Lucky House,15 Jordan Road,Jordan, Kowloon.",東寶酒店,九龍佐敦佐敦道15號華豐大廈4字樓G室,2770 9323,,oceangrand@netvigator.com
H/2913,CARITAS ACTIVITY CENTRE - TSING YI,"61 Moon Tsai Tong,DD436, Tsing Yi, New Territories.",明愛青衣活動中心,新界青衣DD436門仔塘61號,2490 0132,2415 8593,twls@caritas.org.hk
H/2914,THERESA HOTEL,"2/F, Ying Lee Building,323-331 Hennessy Road,Wan Chai, Hong Kong.",THERESA HOTEL,香港灣仔軒尼詩道323-331號英利大廈2字樓,2573 9318,2598 9123,sunning1970@gmail.com
H/2915,WAI LAP,"18/F-20/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",WAI LAP,九龍旺角砵蘭街196號百德行18-20字樓,2625 9999,,
H/2916,VILLA VICTORIA,"21/F-23/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",VILLA VICTORIA,九龍旺角砵蘭街196號百德行21-23字樓,2625 9999,,
H/2917,POON LOONG HOTEL,"1/F, 165 Sai Yee Street,Mong Kok, Kowloon.",蟠龍酒店,九龍旺角洗衣街165號1字樓,2392 9866,,
H/2921,WAI YIU,"12/F-14/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",WAI YIU,九龍旺角砵蘭街196號百德行12-14字樓,2625 9999,,
H/2923,WAI YING,"15/F-17/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",WAI YING,九龍旺角砵蘭街196號百德行15-17字樓,2625 9999,,
H/2928,WAI KOON,"6/F-8/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",WAI KOON,九龍旺角砵蘭街196號百德行6-8字樓,2625 9999,,
H/2929,WAI TSUI,"9/F-11/F, Portland House,196 Portland Street,Mong Kok, Kowloon.",WAI TSUI,九龍旺角砵蘭街196號百德行9-11字樓,2625 9999,,
H/2930,藝園別墅,"1/F, 118 Chung On Street,Tsuen Wan,New Territories.",藝園別墅,新界荃灣眾安街118號1字樓,2149 6393,,
H/2941,REGAL AIRPORT HOTEL,"B/F & G/F-5/F,9 Cheong Tat Road,Chek Lap Kok, New Territories.",富豪機場酒店,新界赤鱲角暢達路9號地庫&地下-5字樓,2286 8888,2286 8680,rah.info@RegalHotel.com
H/2954,SING YUET HOSTEL,"Flat H, 8/F, Yuen King Building,26 Sai Yeung Choi Street South,Mong Kok, Kowloon.",昇悅賓館,九龍旺角西洋菜南街26號遠景大廈8字樓H室,2770 1015,2388 5077,
H/2957,NEW MING DAO HOTEL,"2/F,244 Sha Tsui Road,Tsuen Wan, New Territories.",新名都酒店,新界荃灣沙咀道244號2字樓,2612 2773,,
H/2973,WAI FAN GUEST HOUSE,"Flat E, 5/F, Golden Crown Court,68 Nathan Road,Tsim Sha Tsui, Kowloon.",偉帆賓館,九龍尖沙咀彌敦道68號金冠大廈5字樓E室,2369 1782,,kennyinmart@gmail.com
H/2975,SUNSHINE GUEST HOUSE,"Flat A, 2/F, Hang Shing Building,44 Kweilin Street,Sham Shui Po, Kowloon.",陽光賓館,九龍深水埗桂林街44號恒誠大廈2字樓A室,2387 8718,,sunshinehotelhk@gmail.com
H/2983,ISLAND PACIFIC HOTEL,"152 Connaught Road West,Sai Wan, Hong Kong.",港島太平洋酒店,香港西環干諾道西152號,2131 1188,2131 1212,info@islandpacifichotel.com.hk
H/2986,GOLDEN HOTEL,"1/F,98 Yen Chow Street,Sham Shui Po, Kowloon.",黃金酒店,九龍深水欽州街98號1字樓,2386 3299,2386 3026,
H/2987,HOTEL JEN HONG KONG,"B/F, G/F, 1/F & 3/F-27/F, Hotel Jen,508 Queen's Road West,Shek Tong Tsui, Hong Kong.",香港今旅,香港石塘咀皇后大道西508號仁民飯店地庫、地下、1 &  3-27字樓,2974 1234,2974 0333,hjhk@hoteljen.com
H/2988,金源賓館,"1/F, 77 Fuk Wa Street,Sham Shui Po, Kowloon.",金源賓館,九龍深水埗福華街77號1字樓,2777 7372,,
H/2990,UNION INN,"Flat A2, D2 & E2, 1/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",友聯酒店,九龍尖沙咀漆咸道南33-35號友聯大廈1字樓A2、D2 & E2室,2368 1189,,
H/2991,RENDEZVOUS INN,"Flat D, E, F & G, 1/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",新金莎酒店,九龍尖沙咀漆咸道南33-35號友聯大廈1字樓D、E、F & G室,2368 1189,,
H/2995,HOI LOON HOTEL,"2/F, Tung Kok Building,40Q Shantung Street,Mong Kok, Kowloon.",海龍賓館,九龍旺角山東街40Q號東角樓2字樓,,,
H/3001,HARBOUR PLAZA RESORT CITY HONG KONG,"12 Tin Yan Road,Tin Shui Wai, New Territories.",嘉湖海逸酒店,新界天水圍天恩路12號,2180 6688,2180 1260,timothyt@harbour-plaza.com
H/3002,MITZU INN,"Flat A1, B & C, 1/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",美新酒店,九龍尖沙咀漆咸道南33-35號友聯大廈1字樓A1、B&C室,2368 1189,,
H/3007,HEADLAND HOTEL,"Cathay Pacific City, 8 Scenic Road,Hong Kong International Airport,Chep Lap Kok, Lantau Island.",逸泰居,大嶼山赤蠟角香港大嶼山國際機場觀景路8號國泰城,2116 1116,2116 1118,exeoffice@headland.com.hk
H/3008,NEW KAM FAI APARTMENT,"1/F,75 Yeung Uk Road,Tsuen Wan, New Territories.",新金輝賓館,新界荃灣楊屋道75號1字樓,2407 6833,,NKPNkf@gmail.com
H/3016,GOLDEN RAINBOW GUESTHOUSE,"2/F,70 Fa Yuen Street,Mong Kok, Kowloon.",金彩虹賓館,九龍旺角花園街70號2字樓,2781 0618,,
H/3017,SEA VIEW HOLIDAY HOUSE,"Flat C, G/F; Flat D, 1/F; Flat C&D, 2/F;Block 13, Bela Vista Villa,DD CC 1491, Cheung Chau.",海景渡假屋,長洲長洲地段第1491號東堤小築13座地下C室、1字樓D室& 2字樓C&D室,2986 9368,,
H/3021,THE PENINSULA HONG KONG,"The Peninsula Hong Kong,Salisbury Road,Tsim Sha Tsui, Kowloon.",半島酒店,九龍尖沙咀梳士巴利道半島酒店,2920 2888,2696 6641,pen@peninsula.com
H/3023,NICE VIEW GUEST HOUSE,"5/F, Lai Chi Building,42-56 Leighton Road,Causeway Bay, Hong Kong.",雅景別墅,香港銅鑼灣禮頓道42-56號禮智大廈5字樓,2882 3218,,
H/3025,ROYAL PLAZA HOTEL,"193 Prince Edward Road West,Mong Kok, Kowloon.",帝京酒店,九龍旺角太子道西193號,2928 8822,2628 9938,inquiry@royalplaza.com.hk
H/3032,南方賓館,"Flat H, 5/F, Lucky House,22 Jordan Road,Jordan, Kowloon.",南方賓館,九龍佐敦佐敦道22號鴻運大樓5字樓H室,2736 6976/2771 9046,2771 9046,
H/3035,REGAL AIRPORT HOTEL,"6/F, Regal Airport Hotel,9 Cheong Tat Road,Chek Lap Kok, New Territories.",富豪機場酒店,新界赤鱲角暢達路9號6字樓,2286 8888,2286 8680,rah.info@RegalHotel.com
H/3036,HOOVER VILLA,"Flat 4-6, 1/F, Po Ting Building,13-25 Pau Cheung Square,Yuen Long, New Territories.",豪華賓館,新界元朗炮仗坊13-25號保定樓1字樓4-6室,2474 9047,,
H/3039,RAMADA HONG KONG GRAND VIEW,"88 Chun Yeung Street,North Point,Hong Kong.",華美達盛景酒店,香港北角春坱街88號,2130 3388,2130 3399,hotel@ramadahkgv.com
H/3044,USA HOSTEL HONG KONG-HK LEGEND,"Flat E1, 13/F, Block E,Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港美國賓館－港式傳奇,九龍尖沙咀彌敦道58號美麗都大廈E座13字樓E1室,2311 2520,2368 5241,
H/3045,KEI LAI HOTEL,"Flat A&B, 2/F, Lai Shing Building,15-17 Man Ming Lane,Yau Ma Tei, Kowloon.",佳麗賓館,九龍油麻地文明里15-17號麗星大廈2字樓A&B室,69096181,,
H/3047,WEE.FAMILY INN,"Flat F4, Block F,10/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",微‧家庭客棧,九龍尖沙咀彌敦道58號美麗都大廈F座10字樓F4室,2311 2520,2368 5241,
H/3048,REGAL AIRPORT HOTEL,"7/F & 8/F,9 Cheong Tat Road,Chek Lap Kok, New Territories.",富豪機場酒店,新界赤鱲角暢達路9號7-8字樓,2286 8888,2286 8680,rah.info@RegalHotel.com
H/3050,JADE GARDEN MOTEL,"Flat 6, 1/F, Po Shing Mansion,85A Tai Ho Road,Tsuen Wan, New Territories.",翠園賓館,新界荃灣大河道85A號寶成樓1字樓6室,2493 0795,,
H/3079,HARBOUR PLAZA RESORT CITY HONG KONG,"18 Tin Yan Road,Tin Shui Wai, New Territories.",嘉湖海逸酒店,新界天水圍天恩路18號,2180 6688,2180 1260,timothyt@harbour-plaza.com
H/3082,HARBOUR PLAZA NORTH POINT,"665 King's Road,North Point, Hong Kong.",北角海逸酒店,香港北角英皇道665號,2187 8888,2185 3988,hpnp@harbour-plaza.com
H/3083,海景小築,"Flat B, 1/F, Hoi Shuen Building,92-100 Hop Yick Road,Yuen Long, New Territories.",海景小築,新界元朗合益路92號-100號凱旋樓1字樓B室,2885 0711,,
H/3088,LUCKY HOSTEL,"Flat A & B, 13/F, Chun Yee Building,731-733 Nathan Road,Mong Kok, Kowloon.",幸運賓館,九龍旺角彌敦道731-733號振宜大廈13字樓A&B室,5133 8411,,luckyhostels@gmail.com
H/3092,LUNG WU GUEST HOUSE,"Flat 1, 1/F, Hung Fook Building,25-29 Tung Lok Street,Yuen Long, New Territories.",龍湖賓館,新界元朗同樂街25-29號鴻福樓1字樓1室,2473 1887,,
H/3093,PAK HOP HOTEL,"5/F, Hang Lung Mansion,578-580 Nathan Road,Yau Ma Tei, Kowloon.",百合酒店,九龍油麻地彌敦道578-580號恒隆大廈5字樓,2782 2663,,
H/3094,NEW FORTUNATE GUEST HOUSE,"Flat A1, Block A,11/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新鴻運賓館,九龍尖沙咀彌敦道40號重慶大廈A座11字樓A1室,2316 7826,2721 7795,fortmate_guesthouse@hotmail.com
H/3098,RAINBOW CITY INN,"2/F, Bik Lan House,41-45 Pitt Street,Yau Ma Tei, Kowloon.",彩城賓館,九龍油麻地碧街41-45號碧蘭大樓2字樓,66087223,,rainbowcityinn@gmail.com
H/3103,翠湖賓館,"2/F, 60 Bute Street,Mong Kok, Kowloon.",翠湖賓館,九龍旺角弼街60號2字樓,2749 1388,,
H/3110,CHARTER LEVEL COMPANY LIMITED,"Flat B, 1/F, Block 10, Silverview Centre,8 Ngan Kwong Wan Road,Mui Wo, Lantau Island.",CHARTER LEVEL COMPANY LIMITED,大嶼山梅窩銀鑛灣路8號銀景中心第10座1字樓B室,2791 2206,2816 6602,esthertangwm@yahoo.com.hk
H/3111,FRANCIS HOTEL,"1/F, 72 Fa Yuen Street,Mong Kok, Kowloon.",法蘭西斯賓館,九龍旺角花園街72號1字樓,2359 7066,,
H/3112,LEE GARDEN VILLAS,"Flat K, 2/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",利苑別墅,香港銅鑼灣利園山道70號鳳鳴大廈2字樓K室,2881 1925,,
H/3113,阿山旅館,"Flat 809, 8/F, Sincere House,83 Argyle Street,Mong Kok, Kowloon.",阿山旅館,九龍旺角亞皆老街83號先施大廈8字樓809室,2787 5934,2787 5495,1406@ahshanhostel.com
H/3116,NEW YAN YAN GUEST HOUSE,"Flat E5, Block E,12/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新欣欣賓館,九龍尖沙咀彌敦道40號重慶大廈E座12字樓E5室,9340 2831,2721 0840,newchinaguesthouse@qq.com
